Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,Scan Type,High-Level Science Products,Ang Sep (')
string,string,ra,dec,integer,datetime,datetime,float,string,string,string,float,integer,datetime,string,string,integer,float
U8ITZJ01M,GOODS,03 32 20.165,-27 51 15.29,6,2003-09-03 18:18:15,2003-09-03 18:34:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-09-04 03:46:24,U8ITZJ01M,,,1.125
U8ITZJ02M,GOODS,03 32 20.165,-27 51 15.29,6,2003-09-03 18:37:15,2003-09-03 18:48:55,700.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-09-04 03:48:33,U8ITZJ02M,,,1.125
U8LP9D01M,GOODS,03 32 20.165,-27 51 15.29,3,2003-09-03 18:07:15,2003-09-03 18:12:15,300.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-04 01:30:36,U8LP9D01M,,,1.125
O8JL9OM5Q,DARK,03 32 19.345,-27 51 16.08,0,2003-09-04 23:59:58,2003-09-05 00:18:18,1100.000,STIS  ,F28X50LP,MIRVIS,0.000,9606,2003-09-05 03:59:13,O8JL9OM5Q,,,1.126
O8JL9OM6Q,DARK,03 32 19.345,-27 51 16.08,0,2003-09-05 00:19:02,2003-09-05 00:20:02,60.000,STIS  ,F28X50LP,MIRVIS,0.000,9606,2003-09-05 03:59:23,O8JL9OM6Q,,,1.126
O8JL9OM7Q,DARK,03 32 19.345,-27 51 16.08,0,2003-09-05 00:20:46,2003-09-05 00:21:46,60.000,STIS  ,F28X50LP,MIRVIS,0.000,9606,2003-09-05 03:59:23,O8JL9OM7Q,,,1.126
U8H08O01M,DARK,03 32 19.345,-27 51 16.08,0,2003-09-05 00:02:15,2003-09-05 00:18:55,1000.000,WFPC2 ,WFALL,F1042M;F437N,-1.000,9595,2003-09-05 04:00:25,U8H08O01M,,,1.126
U8ITZQ01M,GOODS,03 32 19.345,-27 51 16.08,6,2003-09-04 23:06:15,2003-09-04 23:22:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-09-05 03:56:11,U8ITZQ01M,,,1.126
U8ITZQ02M,GOODS,03 32 19.345,-27 51 16.08,6,2003-09-04 23:25:15,2003-09-04 23:36:55,700.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-09-05 03:58:20,U8ITZQ02M,,,1.126
U8LP9G01M,GOODS,03 32 19.345,-27 51 16.08,3,2003-09-04 22:56:15,2003-09-04 23:00:35,260.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-05 03:55:34,U8LP9G01M,,,1.126
J94TGESYQ,BIAS,03 32 20.820,-27 51 15.72,0,2005-06-10 00:01:34,2005-06-10 00:01:33,0.000,ACS   ,HRC,F775W;F330W,0.000,10389,2005-06-10 03:07:05,,,,1.127
J94TGESZQ,BIAS,03 32 20.820,-27 51 15.72,0,2005-06-10 00:02:28,2005-06-10 00:02:19,0.000,ACS   ,WFC,F502N;F660N,0.000,10389,2005-06-10 03:07:09,,,,1.127
J94TGET1Q,DARK,03 32 20.820,-27 51 15.72,0,2005-06-10 00:08:50,2005-06-10 00:25:31,1000.000,ACS   ,WFC,F502N;F660N,0.000,10389,2005-06-10 03:08:05,J94TGET1Q,,,1.127
J94TGET2Q,DARK,03 32 20.820,-27 51 15.72,0,2005-06-10 00:08:53,2005-06-10 00:24:47,953.000,ACS   ,HRC,F775W;F330W,0.000,10389,2005-06-10 03:07:38,J94TGET2Q,,,1.127
O8JL9SEOQ,DARK,03 32 25.290,-27 52 18.91,0,2003-09-07 01:27:17,2003-09-07 01:45:37,1100.000,STIS  ,F28X50LP,MIRVIS,0.000,9606,2003-09-07 04:51:18,O8JL9SEOQ,,,1.136
U8ITZY01M,GOODS,03 32 25.290,-27 52 18.91,6,2003-09-07 00:41:15,2003-09-07 00:57:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-09-07 05:00:31,U8ITZY01M,,,1.136
U8ITZY02M,GOODS,03 32 25.290,-27 52 18.91,6,2003-09-07 01:00:15,2003-09-07 01:08:35,500.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-09-07 05:01:47,U8ITZY02M,,,1.136
U8LPA501M,GOODS,03 32 25.300,-27 52 23.53,3,2003-09-10 18:18:15,2003-09-10 18:34:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-11 06:58:27,U8LPA501M,,,1.136
U8LPA502M,GOODS,03 32 25.300,-27 52 23.53,3,2003-09-10 18:37:15,2003-09-10 18:45:35,500.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-11 06:59:05,U8LPA502M,,,1.136
O8KE5T010,BIAS,03 32 25.300,-27 52 28.15,1,2003-09-13 22:19:57,2003-09-13 22:20:41,0.000,STIS  ,F28X50LP,MIRVIS,0.000,9620,2003-09-14 05:47:57,,,,1.139
O8KE5T020,BIAS,03 32 25.300,-27 52 28.15,1,2003-09-13 22:21:25,2003-09-13 22:22:59,0.000,STIS  ,F28X50LP,MIRVIS,0.000,9620,2003-09-14 05:47:58,,,,1.139
O8KE5T030,BIAS,03 32 25.300,-27 52 28.15,1,2003-09-13 22:23:46,2003-09-13 22:24:30,0.000,STIS  ,F28X50LP,MIRVIS,0.000,9620,2003-09-14 05:47:58,,,,1.139
O8KE5T040,BIAS,03 32 25.300,-27 52 28.15,1,2003-09-13 22:28:13,2003-09-13 22:38:15,0.000,STIS  ,F28X50LP,MIRVIS,0.000,9620,2003-09-14 05:49:59,,,,1.139
U8LPAH01M,GOODS,03 32 25.300,-27 52 28.15,3,2003-09-13 21:31:15,2003-09-13 21:47:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-14 03:20:37,U8LPAH01M,,,1.139
U8LPAH02M,GOODS,03 32 25.300,-27 52 28.15,3,2003-09-13 21:50:15,2003-09-13 21:58:35,500.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-14 03:22:16,U8LPAH02M,,,1.139
O8JM4R010,BIAS,03 32 25.290,-27 52 14.29,0,2003-09-03 22:13:09,2003-09-03 22:25:40,0.000,STIS  ,F28X50LP,MIRVIS,0.000,9608,2003-09-04 05:28:06,,,,1.143
O8JM4R020,BIAS,03 32 25.290,-27 52 14.29,0,2003-09-03 22:29:23,2003-09-03 22:30:51,0.000,STIS  ,F28X50LP,MIRVIS,0.000,9608,2003-09-04 05:28:08,,,,1.143
O8JM4R030,BIAS,03 32 25.290,-27 52 14.29,0,2003-09-03 22:31:35,2003-09-03 22:32:10,0.000,STIS  ,F28X50LP,MIRVIS,0.000,9608,2003-09-04 05:28:08,,,,1.143
O8JM4R040,BIAS,03 32 25.290,-27 52 14.29,0,2003-09-03 22:32:45,2003-09-03 22:33:16,0.000,STIS  ,F28X50LP,MIRVIS,0.000,9608,2003-09-04 05:28:19,,,,1.143
O8JM4R050,BIAS,03 32 25.290,-27 52 14.29,0,2003-09-03 22:33:47,2003-09-03 22:34:13,0.000,STIS  ,F28X50LP,MIRVIS,0.000,9608,2003-09-04 05:28:19,,,,1.143
O8JL9KDXQ,DARK,03 32 25.290,-27 52 14.29,0,2003-09-03 22:41:30,2003-09-03 22:59:50,1100.000,STIS  ,F28X50LP,MIRVIS,0.000,9606,2003-09-04 05:28:08,O8JL9KDXQ,,,1.143
O8IW39030,NONE,03 32 25.290,-27 52 14.29,1,2003-09-03 21:37:47,2003-09-03 21:40:33,1.800,STIS  ,50CCD,MIRVIS,0.000,9612,2003-09-04 03:41:19,O8IW39030,,,1.143
O8IW39040,NONE,03 32 25.290,-27 52 14.29,1,2003-09-03 21:44:22,2003-09-03 21:47:08,0.300,STIS  ,52X2,G750M,6768.000,9612,2003-09-04 03:41:19,O8IW39040,,,1.143
JBFUP5010,ANY,03 32 23.246,-27 51 27.52,36,2010-11-07 15:54:40,2010-11-07 17:29:04,2120.000,ACS   ,WFC,CLEAR1L;F814W,8044.989,12099,2010-11-08 03:09:15,JBFUP5010,,10,1.146
N62BNS020,POST-SAA-DARK,03 32 23.824,-27 53 12.31,0,2008-06-25 23:47:37,2008-06-25 23:56:10,486.718,NICMOS,NIC2-FIX,BLANK,0.000,8795,2008-06-26 05:39:19,N62BNS020,,,1.156
N62BNU020,POST-SAA-DARK,03 32 23.824,-27 53 12.31,0,2008-06-26 03:00:07,2008-06-26 03:08:40,486.718,NICMOS,NIC2-FIX,BLANK,0.000,8795,2008-06-26 05:45:44,N62BNU020,,,1.156
J94TGGTWQ,BIAS,03 32 21.150,-27 51 14.34,0,2005-06-10 03:14:48,2005-06-10 03:14:47,0.000,ACS   ,HRC,F775W;F330W,0.000,10389,2005-06-10 15:29:05,,,,1.162
J94TGGTXQ,BIAS,03 32 21.150,-27 51 14.34,0,2005-06-10 03:15:42,2005-06-10 03:15:33,0.000,ACS   ,WFC,F502N;F660N,0.000,10389,2005-06-10 15:29:10,,,,1.162
J94TGGU4Q,DARK,03 32 21.150,-27 51 14.34,0,2005-06-10 03:22:04,2005-06-10 03:38:45,1000.000,ACS   ,WFC,F502N;F660N,0.000,10389,2005-06-10 15:30:37,J94TGGU4Q,,,1.162
J94TGGU5Q,DARK,03 32 21.150,-27 51 14.34,0,2005-06-10 03:22:07,2005-06-10 03:38:01,953.000,ACS   ,HRC,F775W;F330W,0.000,10389,2005-06-10 15:29:35,J94TGGU5Q,,,1.162
N92QMFW5Q,ANY,03 32 20.947,-27 51 13.76,29,2005-02-04 03:44:07,2005-02-04 03:50:31,383.978,NICMOS,NIC3,F160W,16041.600,10340,2005-02-04 12:07:50,N92QMFW5Q,,,1.164
N92QMFW8Q,ANY,03 32 20.934,-27 51 13.70,29,2005-02-04 03:52:43,2005-02-04 03:59:07,383.978,NICMOS,NIC3,F110W,11200.500,10340,2005-02-04 12:08:23,N92QMFW8Q,,,1.164
N92QMFVXQ,ANY,03 32 20.946,-27 51 13.50,29,2005-02-04 03:20:19,2005-02-04 03:25:39,319.981,NICMOS,NIC3,F110W,11200.500,10340,2005-02-04 12:06:55,N92QMFVXQ,,,1.168
N92QMFW2Q,ANY,03 32 20.946,-27 51 13.50,29,2005-02-04 03:35:05,2005-02-04 03:41:29,383.978,NICMOS,NIC3,F160W,16041.600,10340,2005-02-04 12:07:22,N92QMFW2Q,,,1.168
N92QMFVZQ,ANY,03 32 20.946,-27 51 13.50,29,2005-02-04 03:26:19,2005-02-04 03:32:43,383.978,NICMOS,NIC3,F110W,11200.500,10340,2005-02-04 12:07:18,N92QMFVZQ,,,1.168
N92QMFWBQ,ANY,03 32 20.933,-27 51 13.44,29,2005-02-04 04:01:19,2005-02-04 04:07:43,383.978,NICMOS,NIC3,F110W,11200.500,10340,2005-02-04 12:08:54,N92QMFWBQ,,,1.169
JBEU7H010,ANY,03 32 16.923,-27 51 26.74,86,2010-11-30 13:26:04,2010-11-30 14:08:03,1836.000,ACS   ,WFC,CLEAR1L;F814W,8044.989,12061,2010-11-30 18:12:55,JBEU7H010,,51,1.177
J8F59CRRQ,BIAS,03 32 16.016,-27 51 38.07,0,2002-08-07 03:33:36,2002-08-07 03:33:27,0.000,ACS   ,,CLEAR1L;F435W,0.000,9558,2002-08-07 08:21:45,,,,1.181
O6HO4G010,BIAS,03 32 16.016,-27 51 38.07,0,2002-08-07 03:30:54,2002-08-07 03:43:25,0.000,STIS  ,F28X50LP,MIRVIS,0.000,8904,2002-08-07 07:33:31,,,,1.181
JB6O32020,ANY,03 32 18.831,-27 51 14.11,111,2009-09-09 20:17:36,2009-09-09 21:05:38,2513.000,ACS   ,WFC,CLEAR1L;F814W,8044.988,11359,2009-09-10 05:26:34,JB6O32020,,10,1.182
JBEV8J010,ANY,03 32 16.916,-27 51 26.41,77,2011-12-28 16:30:43,2011-12-28 17:13:18,1886.000,ACS   ,WFC,CLEAR1L;F814W,8044.990,12062,2011-12-29 01:10:06,JBEV8J010,,48,1.182
N9X144010,GOODS-SOUTH14,03 32 14.828,-27 52 29.07,30,2007-09-26 00:16:34,2007-09-26 04:07:20,7487.627,NICMOS,NIC3,F160W,16041.600,11082,2007-09-26 15:49:37,N9X144010,,2,1.183
J8F58POYQ,DARK,03 32 15.928,-27 51 39.04,0,2002-08-02 06:36:37,2002-08-02 06:53:18,1000.000,ACS   ,,F850LP;CLEAR2L,0.000,9558,2002-08-03 17:09:07,J8F58POYQ,,,1.186
J8F58POZQ,DARK,03 32 15.928,-27 51 39.04,0,2002-08-02 06:59:32,2002-08-02 07:16:14,1000.000,ACS   ,,F850LP;CLEAR2L,0.000,9558,2002-08-03 17:10:09,J8F58POZQ,,,1.186
O6I34UP0Q,DARK,03 32 15.928,-27 51 39.04,0,2002-08-02 06:56:52,2002-08-02 07:19:52,1380.000,STIS  ,F28X50LP,MIRVIS,0.000,8920,2002-08-02 16:39:14,,,,1.186
U8ITAE01M,GOODS,03 32 15.915,-27 51 38.98,6,2002-08-02 04:12:16,2002-08-02 04:18:56,400.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2002-08-02 16:41:25,U8ITAE01M,,,1.189
U8ITB701M,GOODS,03 32 15.915,-27 51 38.98,6,2002-08-02 05:48:16,2002-08-02 05:52:36,260.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2002-08-02 16:55:50,U8ITB701M,,,1.189
U8ITAE02M,GOODS,03 32 15.918,-27 51 38.87,6,2002-08-02 04:47:16,2002-08-02 04:55:36,500.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2002-08-02 17:04:42,U8ITAE02M,,,1.190
U8ITB601M,GOODS,03 32 15.918,-27 51 38.87,6,2002-08-02 04:24:16,2002-08-02 04:30:56,400.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2002-08-02 16:54:29,U8ITB601M,,,1.190
U8ITB801M,GOODS,03 32 15.914,-27 51 38.72,6,2002-08-02 06:00:16,2002-08-02 06:04:36,260.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2002-08-02 16:57:53,U8ITB801M,,,1.192
JBWJQA010,QAH.ACS.CTR,03 32 20.170,-27 51 11.21,9,2012-03-22 10:25:21,2012-03-22 11:06:32,1992.000,ACS   ,WFC1,F850LP;CLEAR2L,9033.205,12461,2012-03-23 18:38:22,JBWJQA010,,10,1.193
JBET3H011,ANY,03 32 16.920,-27 51 25.29,435,2011-11-26 21:37:00,2011-11-26 21:58:49,1170.000,ACS   ,WFC,F850LP;CLEAR2L,9033.205,12060,2011-11-27 02:43:07,JBET3H011,,38,1.196
JBET3H030,ANY,03 32 16.946,-27 51 24.80,435,2011-11-27 00:43:50,2011-11-27 03:52:56,5158.000,ACS   ,WFC,CLEAR1L;F814W,8044.990,12060,2011-11-29 20:22:08,JBET3H030,,48,1.200
N62BNQ020,POST-SAA-DARK,03 32 24.314,-27 53 09.32,0,2008-06-25 20:29:20,2008-06-25 20:37:53,486.718,NICMOS,NIC2-FIX,BLANK,0.000,8795,2008-06-26 05:33:48,N62BNQ020,,,1.202
O8JM4O010,BIAS,03 32 19.336,-27 51 11.46,0,2003-08-31 01:28:14,2003-08-31 01:40:45,0.000,STIS  ,F28X50LP,MIRVIS,0.000,9608,2003-08-31 09:58:56,,,,1.203
O8JM4O020,BIAS,03 32 19.336,-27 51 11.46,0,2003-08-31 01:44:28,2003-08-31 01:45:56,0.000,STIS  ,F28X50LP,MIRVIS,0.000,9608,2003-08-31 09:58:57,,,,1.203
O8JM4O030,BIAS,03 32 19.336,-27 51 11.46,0,2003-08-31 01:46:40,2003-08-31 01:47:15,0.000,STIS  ,F28X50LP,MIRVIS,0.000,9608,2003-08-31 09:58:57,,,,1.203
O8JM4O040,BIAS,03 32 19.336,-27 51 11.46,0,2003-08-31 01:47:50,2003-08-31 01:48:21,0.000,STIS  ,F28X50LP,MIRVIS,0.000,9608,2003-08-31 09:58:57,,,,1.203
O8JM4O050,BIAS,03 32 19.336,-27 51 11.46,0,2003-08-31 01:48:52,2003-08-31 01:49:18,0.000,STIS  ,F28X50LP,MIRVIS,0.000,9608,2003-08-31 09:58:58,,,,1.203
O8JL9ED2Q,DARK,03 32 19.336,-27 51 11.46,0,2003-08-31 00:20:55,2003-08-31 00:21:55,60.000,STIS  ,F28X50LP,MIRVIS,0.000,9606,2003-08-31 09:46:52,O8JL9ED2Q,,,1.203
U8H08701M,DARK,03 32 19.336,-27 51 11.46,0,2003-08-31 01:20:15,2003-08-31 01:36:55,1000.000,WFPC2 ,WFALL,F1042M;F437N,-1.000,9595,2003-08-31 09:54:50,U8H08701M,,,1.203
U8ITZA01M,GOODS,03 32 19.336,-27 51 11.46,6,2003-08-31 00:41:15,2003-08-31 00:57:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-08-31 09:51:34,U8ITZA01M,,,1.203
U8ITZA02M,GOODS,03 32 19.336,-27 51 11.46,6,2003-08-31 01:00:15,2003-08-31 01:11:55,700.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-08-31 09:53:13,U8ITZA02M,,,1.203
JBET3H021,ANY,03 32 16.919,-27 51 24.72,435,2011-11-26 23:05:38,2011-11-26 23:27:17,1160.000,ACS   ,WFC,F850LP;CLEAR2L,9033.205,12060,2011-11-27 02:45:08,JBET3H021,,38,1.204
NA1D18010,GOODS-S8,03 32 14.708,-27 52 25.26,6,2008-01-16 16:49:46,2008-01-16 20:47:24,8063.616,NICMOS,NIC3,F110W,11200.500,11144,2009-01-17 16:10:13,NA1D18010,,2,1.206
N8KVBV010,ANY,03 32 23.784,-27 53 17.15,0,2002-11-17 19:22:14,2002-11-17 19:33:30,639.808,NICMOS,NIC2-FIX,F222M,22175.199,9702,2002-11-18 00:36:32,N8KVBV010,,,1.209
N8KVBW010,ANY,03 32 23.784,-27 53 17.15,0,2002-11-17 20:55:49,2002-11-17 21:07:05,639.808,NICMOS,NIC2-FIX,F222M,22175.199,9702,2002-11-18 02:58:50,N8KVBW010,,,1.209
N8KVBW020,ANY,03 32 23.784,-27 53 17.15,0,2002-11-17 21:07:26,2002-11-17 22:15:04,639.808,NICMOS,NIC2-FIX,F237M,23690.500,9702,2002-11-18 02:59:53,N8KVBW020,,,1.209
U9FA4302M,ANY,03 32 16.099,-27 51 33.29,41,2005-08-08 07:44:16,2005-08-08 08:00:56,1000.000,WFPC2 ,WFALL,F300W,2987.000,10530,2005-08-08 18:41:24,U9FA4302M,,,1.219
U9FA4101M,ANY,03 32 16.072,-27 51 32.92,41,2005-08-08 04:09:16,2005-08-08 04:45:56,2200.000,WFPC2 ,WFALL,F300W,2987.000,10530,2005-08-08 12:57:16,U9FA4101M,,,1.228
J94TLKAZQ,BIAS,03 32 16.072,-27 51 32.92,0,2005-08-08 05:01:19,2005-08-08 05:01:18,0.000,ACS   ,HRC,F775W;F330W,0.000,10389,2005-08-08 12:45:10,,,,1.228
J94TLKB0Q,BIAS,03 32 16.072,-27 51 32.92,0,2005-08-08 05:02:13,2005-08-08 05:02:04,0.000,ACS   ,WFC,F502N;F660N,0.000,10389,2005-08-08 12:45:14,,,,1.228
J94TLKB1Q,DARK,03 32 16.072,-27 51 32.92,0,2005-08-08 05:08:35,2005-08-08 05:25:16,1000.000,ACS   ,WFC,F502N;F660N,0.000,10389,2005-08-08 12:45:38,J94TLKB1Q,,,1.228
J94TLKB2Q,DARK,03 32 16.072,-27 51 32.92,0,2005-08-08 05:08:38,2005-08-08 05:24:32,953.000,ACS   ,HRC,F775W;F330W,0.000,10389,2005-08-08 12:45:21,J94TLKB2Q,,,1.228
U9FA4301M,ANY,03 32 16.038,-27 51 33.30,41,2005-08-08 07:21:16,2005-08-08 07:37:56,1000.000,WFPC2 ,WFALL,F300W,2987.000,10530,2005-08-08 12:57:25,U9FA4301M,,,1.229
J8TLGYCHQ,BIAS,03 32 15.692,-27 51 38.73,0,2004-07-31 01:09:16,2004-07-31 01:09:07,0.000,ACS   ,WFC,F502N;F660N,0.000,10061,2004-07-31 06:38:18,,,,1.231
J8TLGYCIQ,BIAS,03 32 15.692,-27 51 38.73,0,2004-07-31 01:15:30,2004-07-31 01:15:29,0.000,ACS   ,HRC,F775W;F330W,0.000,10061,2004-07-31 06:38:48,,,,1.231
O8U03T010,BIAS,03 32 15.692,-27 51 38.73,0,2004-07-31 01:06:20,2004-07-31 01:18:51,0.000,STIS  ,F28X50LP,MIRVIS,0.000,10020,2004-07-31 06:36:14,,,,1.231
O8U03T020,BIAS,03 32 15.692,-27 51 38.73,0,2004-07-31 01:22:34,2004-07-31 01:24:02,0.000,STIS  ,F28X50LP,MIRVIS,0.000,10020,2004-07-31 06:36:45,,,,1.231
O8U03T030,BIAS,03 32 15.692,-27 51 38.73,0,2004-07-31 01:24:46,2004-07-31 01:25:21,0.000,STIS  ,F28X50LP,MIRVIS,0.000,10020,2004-07-31 06:36:50,,,,1.231
O8U03T040,BIAS,03 32 15.692,-27 51 38.73,0,2004-07-31 01:25:56,2004-07-31 01:26:27,0.000,STIS  ,F28X50LP,MIRVIS,0.000,10020,2004-07-31 06:37:17,,,,1.231
O8U03T050,BIAS,03 32 15.692,-27 51 38.73,0,2004-07-31 01:26:58,2004-07-31 01:27:24,0.000,STIS  ,F28X50LP,MIRVIS,0.000,10020,2004-07-31 06:37:22,,,,1.231
J8TLHDCKQ,DARK,03 32 15.692,-27 51 38.73,0,2004-07-31 01:21:06,2004-07-31 01:37:47,1000.000,ACS   ,WFC,F502N;F660N,0.000,10061,2004-07-31 06:40:21,J8TLHDCKQ,,,1.231
J8TLHDCLQ,DARK,03 32 15.692,-27 51 38.73,0,2004-07-31 01:21:09,2004-07-31 01:37:04,953.000,ACS   ,HRC,F775W;F330W,0.000,10061,2004-07-31 06:39:19,J8TLHDCLQ,,,1.231
O8TT7LBHQ,DARK,03 32 15.692,-27 51 38.73,0,2004-07-31 00:54:46,2004-07-31 00:55:46,60.000,STIS  ,F28X50LP,MIRVIS,0.000,10018,2004-07-31 05:34:35,O8TT7LBHQ,,,1.231
O8TT7LBIQ,DARK,03 32 15.692,-27 51 38.73,0,2004-07-31 00:56:30,2004-07-31 00:57:30,60.000,STIS  ,F28X50LP,MIRVIS,0.000,10018,2004-07-31 05:34:40,O8TT7LBIQ,,,1.231
U8U84U01M,DARK,03 32 15.692,-27 51 38.73,0,2004-07-31 01:06:15,2004-07-31 01:22:55,1000.000,WFPC2 ,WFALL,F1042M;F437N,-1.000,10071,2004-07-31 06:35:43,U8U84U01M,,,1.231
U9FA4602M,ANY,03 32 15.956,-27 51 34.33,41,2005-08-13 01:18:16,2005-08-13 01:34:56,1000.000,WFPC2 ,WFALL,F300W,2987.000,10530,2005-08-15 12:56:33,U9FA4602M,,,1.231
U8U84T01M,DARK,03 32 15.691,-27 51 38.47,0,2004-07-31 00:32:15,2004-07-31 00:48:55,1000.000,WFPC2 ,WFALL,F1042M;F437N,-1.000,10071,2004-07-31 05:39:47,U8U84T01M,,,1.233
O8TT7MB5Q,DARK,03 32 15.679,-27 51 38.67,0,2004-07-31 00:19:03,2004-07-31 00:20:03,60.000,STIS  ,F28X50LP,MIRVIS,0.000,10018,2004-07-31 05:33:33,O8TT7MB5Q,,,1.234
O8TT7MB6Q,DARK,03 32 15.679,-27 51 38.67,0,2004-07-31 00:20:47,2004-07-31 00:21:47,60.000,STIS  ,F28X50LP,MIRVIS,0.000,10018,2004-07-31 05:33:44,O8TT7MB6Q,,,1.234
U8U84S01M,DARK,03 32 15.679,-27 51 38.67,0,2004-07-31 00:02:15,2004-07-31 00:18:55,1000.000,WFPC2 ,WFALL,F1042M;F437N,-1.000,10071,2004-07-31 05:38:47,U8U84S01M,,,1.234
O8TT7LBGQ,DARK,03 32 15.678,-27 51 38.41,0,2004-07-31 00:35:42,2004-07-31 00:54:02,1100.000,STIS  ,F28X50LP,MIRVIS,0.000,10018,2004-07-31 05:34:04,O8TT7LBGQ,,,1.236
U9FA4601M,ANY,03 32 15.896,-27 51 34.60,41,2005-08-13 00:55:16,2005-08-13 01:11:56,1000.000,WFPC2 ,WFALL,F300W,2987.000,10530,2005-08-15 12:56:27,U9FA4601M,,,1.238
U9FA4702M,ANY,03 32 15.836,-27 51 34.87,41,2005-08-18 04:25:16,2005-08-18 04:41:56,1000.000,WFPC2 ,WFALL,F300W,2987.000,10530,2005-08-18 12:49:33,U9FA4702M,,,1.246
U9FA4502M,ANY,03 32 15.834,-27 51 34.61,41,2005-08-13 12:05:16,2005-08-13 12:21:56,1000.000,WFPC2 ,WFALL,F300W,2987.000,10530,2005-08-15 12:57:00,U9FA4502M,,,1.249
N8KVBV020,ANY,03 32 23.813,-27 53 20.13,0,2002-11-17 20:27:04,2002-11-17 20:38:36,639.808,NICMOS,NIC2-FIX,F237M,23690.500,9702,2002-11-18 00:37:05,N8KVBV020,,,1.251
U9FA4701M,ANY,03 32 15.774,-27 51 34.88,41,2005-08-18 04:02:16,2005-08-18 04:18:56,1000.000,WFPC2 ,WFALL,F300W,2987.000,10530,2005-08-18 12:49:28,U9FA4701M,,,1.256
U9FA4501M,ANY,03 32 15.692,-27 51 35.91,41,2005-08-13 10:30:16,2005-08-13 10:46:56,1000.000,WFPC2 ,WFALL,F300W,2987.000,10530,2005-08-15 12:56:54,U9FA4501M,,,1.259
U9FA4402M,ANY,03 32 15.698,-27 51 35.16,41,2005-08-13 08:53:16,2005-08-13 09:09:56,1000.000,WFPC2 ,WFALL,F300W,2987.000,10530,2005-08-15 12:56:49,U9FA4402M,,,1.266
U9FA4201M,ANY,03 32 15.664,-27 51 35.54,41,2005-08-08 05:45:16,2005-08-08 06:21:56,2200.000,WFPC2 ,WFALL,F300W,2987.000,10530,2005-08-08 12:57:21,U9FA4201M,,,1.268
J94TLLBCQ,BIAS,03 32 15.664,-27 51 35.54,0,2005-08-08 06:37:20,2005-08-08 06:37:19,0.000,ACS   ,HRC,F775W;F330W,0.000,10389,2005-08-08 12:55:43,,,,1.268
J94TLLBDQ,BIAS,03 32 15.664,-27 51 35.54,0,2005-08-08 06:38:14,2005-08-08 06:38:05,0.000,ACS   ,WFC,F502N;F660N,0.000,10389,2005-08-08 12:55:48,,,,1.268
J94TLLBEQ,DARK,03 32 15.664,-27 51 35.54,0,2005-08-08 06:44:36,2005-08-08 07:01:17,1000.000,ACS   ,WFC,F502N;F660N,0.000,10389,2005-08-08 12:55:58,J94TLLBEQ,,,1.268
J94TLLBFQ,DARK,03 32 15.664,-27 51 35.54,0,2005-08-08 06:44:39,2005-08-08 07:00:33,953.000,ACS   ,HRC,F775W;F330W,0.000,10389,2005-08-08 12:55:53,J94TLLBFQ,,,1.268
U9FA4401M,ANY,03 32 15.630,-27 51 35.92,41,2005-08-13 07:43:16,2005-08-13 07:59:56,1000.000,WFPC2 ,WFALL,F300W,2987.000,10530,2005-08-15 12:56:40,U9FA4401M,,,1.270
J8E660020,ANY,03 32 25.923,-27 52 30.93,548,2002-11-02 02:42:34,2002-11-02 02:59:46,748.000,ACS   ,HRC,F555W;CLEAR2S,5355.568,9425,2002-11-02 07:49:02,J8E660020,,,1.281
J8E660040,ANY,03 32 25.923,-27 52 30.93,548,2002-11-02 03:54:06,2002-11-02 04:11:18,748.000,ACS   ,HRC,F892N;CLEAR2S,8916.061,9425,2002-11-02 09:06:37,J8E660040,,,1.281
J8E660060,ANY,03 32 25.923,-27 52 30.93,548,2002-11-02 04:16:24,2002-11-02 05:47:44,1616.000,ACS   ,HRC,G800L;CLEAR2S,7502.057,9425,2002-11-02 12:29:15,J8E660060,,,1.281
